month_start,medicine_code,medicine_name,quantity_dispensed,data_source
2024-04-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,174,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-001,Paracetamol 500 mg Tablet,575,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-002,Oral Rehydration Salts Sachet,244,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,364,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-004,Cetirizine 10 mg Tablet,295,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-005,Amoxicillin 500 mg Capsule,210,SYNTHETIC_DEVELOPMENT_DATA
2024-05-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,153,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-001,Paracetamol 500 mg Tablet,613,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-002,Oral Rehydration Salts Sachet,265,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,377,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-004,Cetirizine 10 mg Tablet,278,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-005,Amoxicillin 500 mg Capsule,213,SYNTHETIC_DEVELOPMENT_DATA
2024-06-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,145,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-001,Paracetamol 500 mg Tablet,467,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-002,Oral Rehydration Salts Sachet,239,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,280,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-004,Cetirizine 10 mg Tablet,238,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-005,Amoxicillin 500 mg Capsule,235,SYNTHETIC_DEVELOPMENT_DATA
2024-07-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,190,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-001,Paracetamol 500 mg Tablet,544,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-002,Oral Rehydration Salts Sachet,259,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,431,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-004,Cetirizine 10 mg Tablet,249,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-005,Amoxicillin 500 mg Capsule,223,SYNTHETIC_DEVELOPMENT_DATA
2024-08-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,162,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-001,Paracetamol 500 mg Tablet,536,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-002,Oral Rehydration Salts Sachet,241,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,438,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-004,Cetirizine 10 mg Tablet,275,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-005,Amoxicillin 500 mg Capsule,270,SYNTHETIC_DEVELOPMENT_DATA
2024-09-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,176,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-001,Paracetamol 500 mg Tablet,438,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-002,Oral Rehydration Salts Sachet,243,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,409,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-004,Cetirizine 10 mg Tablet,306,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-005,Amoxicillin 500 mg Capsule,291,SYNTHETIC_DEVELOPMENT_DATA
2024-10-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,211,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-001,Paracetamol 500 mg Tablet,462,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-002,Oral Rehydration Salts Sachet,299,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,523,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-004,Cetirizine 10 mg Tablet,334,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-005,Amoxicillin 500 mg Capsule,289,SYNTHETIC_DEVELOPMENT_DATA
2024-11-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,215,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-001,Paracetamol 500 mg Tablet,494,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-002,Oral Rehydration Salts Sachet,277,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,565,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-004,Cetirizine 10 mg Tablet,319,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-005,Amoxicillin 500 mg Capsule,279,SYNTHETIC_DEVELOPMENT_DATA
2024-12-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,250,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-001,Paracetamol 500 mg Tablet,623,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-002,Oral Rehydration Salts Sachet,304,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,626,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-004,Cetirizine 10 mg Tablet,368,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-005,Amoxicillin 500 mg Capsule,254,SYNTHETIC_DEVELOPMENT_DATA
2025-01-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,211,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-001,Paracetamol 500 mg Tablet,666,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-002,Oral Rehydration Salts Sachet,290,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,565,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-004,Cetirizine 10 mg Tablet,367,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-005,Amoxicillin 500 mg Capsule,210,SYNTHETIC_DEVELOPMENT_DATA
2025-02-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,219,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-001,Paracetamol 500 mg Tablet,689,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-002,Oral Rehydration Salts Sachet,342,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,497,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-004,Cetirizine 10 mg Tablet,340,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-005,Amoxicillin 500 mg Capsule,234,SYNTHETIC_DEVELOPMENT_DATA
2025-03-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,222,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-001,Paracetamol 500 mg Tablet,654,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-002,Oral Rehydration Salts Sachet,311,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,430,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-004,Cetirizine 10 mg Tablet,368,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-005,Amoxicillin 500 mg Capsule,196,SYNTHETIC_DEVELOPMENT_DATA
2025-04-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,197,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-001,Paracetamol 500 mg Tablet,629,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-002,Oral Rehydration Salts Sachet,277,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,374,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-004,Cetirizine 10 mg Tablet,361,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-005,Amoxicillin 500 mg Capsule,179,SYNTHETIC_DEVELOPMENT_DATA
2025-05-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,165,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-001,Paracetamol 500 mg Tablet,593,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-002,Oral Rehydration Salts Sachet,264,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,421,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-004,Cetirizine 10 mg Tablet,327,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-005,Amoxicillin 500 mg Capsule,153,SYNTHETIC_DEVELOPMENT_DATA
2025-06-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,161,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-001,Paracetamol 500 mg Tablet,543,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-002,Oral Rehydration Salts Sachet,258,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,417,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-004,Cetirizine 10 mg Tablet,299,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-005,Amoxicillin 500 mg Capsule,246,SYNTHETIC_DEVELOPMENT_DATA
2025-07-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,162,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-001,Paracetamol 500 mg Tablet,591,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-002,Oral Rehydration Salts Sachet,236,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,393,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-004,Cetirizine 10 mg Tablet,266,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-005,Amoxicillin 500 mg Capsule,234,SYNTHETIC_DEVELOPMENT_DATA
2025-08-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,166,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-001,Paracetamol 500 mg Tablet,541,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-002,Oral Rehydration Salts Sachet,252,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,416,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-004,Cetirizine 10 mg Tablet,295,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-005,Amoxicillin 500 mg Capsule,273,SYNTHETIC_DEVELOPMENT_DATA
2025-09-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,161,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-001,Paracetamol 500 mg Tablet,470,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-002,Oral Rehydration Salts Sachet,275,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,523,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-004,Cetirizine 10 mg Tablet,299,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-005,Amoxicillin 500 mg Capsule,298,SYNTHETIC_DEVELOPMENT_DATA
2025-10-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,182,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-001,Paracetamol 500 mg Tablet,505,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-002,Oral Rehydration Salts Sachet,290,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,496,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-004,Cetirizine 10 mg Tablet,312,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-005,Amoxicillin 500 mg Capsule,282,SYNTHETIC_DEVELOPMENT_DATA
2025-11-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,206,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-001,Paracetamol 500 mg Tablet,432,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-002,Oral Rehydration Salts Sachet,317,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-003,Ascorbic Acid 500 mg Tablet,494,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-004,Cetirizine 10 mg Tablet,294,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-005,Amoxicillin 500 mg Capsule,315,SYNTHETIC_DEVELOPMENT_DATA
2025-12-01,SYN-MED-006,Zinc Sulfate 20 mg Tablet,245,SYNTHETIC_DEVELOPMENT_DATA
